S#No,question,audio_notes,photo_thumbnail,video_thumbnail,is_multiple_choice_question,multiple_choice_options,is_sub1_question,sub1_question,sub1_audio_notes,is_sub1_multiple_choice_question,sub1_multiple_choice_options,is_sub2_question,sub2_question,sub2_audio_notes,is_sub2_multiple_choice_question,sub2_multiple_choice_options,upload_photo,upload_video,upload_audio
68.0,Adakah terdapat sebarang bunyi daripada Alternator Belt?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q68.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
69.0,Adakah terdapat Bunyi Klik dalam Penyuntik Bahan Api?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q69.mp3,No,No,Yes,"Yes,No , Not Applicable ",No,,,No,,No,,,No,,No,No,Yes
72.0,Adakah kipas penyejuk berfungsi?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q72.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
73.0,Sila ambil Foto Tahap Penyejuk,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q73.mp3,Yes,No,No,,Yes,Adakah terdapat sebarang Kebocoran Bahan Penyejuk?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q73_SQ1.mp3,Yes,"Minor ,Major, No Leakage",Yes,Adakah Minyak bercampur dengan Coolant?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q73_SQ2.mp3,Yes,"Yes, No",Yes,No,Yes
74.0,Sila ambil Gambar Dipstick Minyak Enjin.,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q74.mp3,Yes,No,No,,Yes,Keadaan Minyak Enjin?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q74_SQ1.mp3,Yes,"Good, Bad ,Average",No,,,No,,Yes,No,Yes
75.0,Sila semak jika terdapat sebarang kebocoran minyak enjin,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q75.mp3,No,No,Yes,"Yes,No",Yes,Jenis Kebocoran?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q75_SQ1.mp3,Yes,"Minor ,Major, No Leakage",No,,,No,,No,No,Yes
76.0,"Jika kebocoran ditemui, ambil gambar jelas bahagian atau kawasan yang bocor",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q76.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
77.0,"Klik Foto Aras Minyak Brek Dengan Penunjuk L1, L2",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q77.mp3,Yes,No,No,,Yes,Keadaan Minyak Brek,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q77_SQ1.mp3,Yes,"Good,Bad",No,,,No,,Yes,No,Yes
80.0,Adakah terdapat sebarang kebocoran dari pintu injap?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q80.mp3,No,No,Yes,"Yes,No",Yes,Jenis Kebocoran?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q80_SQ1.mp3,Yes,"Minor ,Major, No Leakage",No,,,No,,No,No,Yes
81.0,Jika ada kebocoran dari pintu injap Ambil gambar Bahagian/Kawasan yang bocor,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q81.mp3,Yes,No,Yes,"Major, Minor, Not Applicable",No,,,No,,No,,,No,,Yes,No,Yes
82.0,Adakah terdapat sebarang karat di bawah badan?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q82.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
83.0,Pleae Klik Video Asap Ekzos- 30 Saat,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q83.mp3,No,Yes,No,,Yes,Analisis asap ekzos?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q83_SQ1.mp3,Yes,"Clear,Black,White, Blue",No,,,No,,No,Yes,Yes
,Diagnosis Sistem Penghantaran,,,,,,,,,,,,,,,,,,
84.0,Sila ambil video selama 20 saat Pergerakan Tuas Transmisi dengan menghidupkan enjin,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q84.mp3,No,Yes,No,,Yes,Pergerakan tuil gear dengan Penyalaan dihidupkan,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q84_SQ1.mp3,Yes,"Hard,Smooth,Delay ",Yes,Bunyi Kotak Gear semasa beralih,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q84_SQ2.mp3,Yes,"Rough ,Normal",No,Yes,Yes
85.0,Bagaimanakah pergerakan pedal klac?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q85.mp3,No,No,Yes,"Hard, Smooth, Not Applicable ",No,,,No,,No,,,No,,No,No,Yes
86.0,Adakah terdapat kebocoran berhampiran penghantaran?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q86.mp3,No,No,Yes,"Yes,No",Yes,Jenis Kebocoran?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q86_SQ1.mp3,Yes,"Major, Minor, Not Applicable",No,,,No,,No,No,Yes
87.0,Jika ya Ambil Gambar Bahagian Kebocoran,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q87.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
88.0,Adakah terdapat sebarang kelewatan dalam penukaran gear?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q88.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
89.0,Adakah terdapat sebarang bunyi apabila gear berada dalam mod Parking atau Neutral dengan pencucuhan HIDUP?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q89.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
90.0,"Klik Foto dipstick minyak transmisi , jika Ada",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q90.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
91.0,Apakah keadaan minyak penghantaran?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q91.mp3,No,No,Yes,"Good, Bad ,Average, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
,Pemeriksaan Kesihatan Bateri,,,,,,,,,,,,,,,,,,
92.0,Sila ambil foto Pandangan atas Bateri,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q92.mp3,Yes,No,No,,Yes,Jenama Bateri,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q92_SQ1.mp3,Yes,"Amaron, Exide ,Livguard, Luminuous ,SF, Elito , Others",Yes,Adakah bateri dalam Keadaan berfungsi?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q92_SQ2.mp3,Yes,"Yes, No",Yes,No,Yes
93.0,Adakah bateri mempunyai kakisan terminal?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q93.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
94.0,Adakah terdapat kebocoran pada bateri?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q94.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
96.0,Apakah keadaan bekalan voltan bateri?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q96.mp3,No,No,Yes,"Low ,Average, High",No,,,No,,No,,,No,,No,No,Yes
,Suspensi & Pemeriksaan Brek,,,,,,,,,,,,,,,,,,
97.0,Adakah terdapat bunyi suspensi semasa memandu?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q97.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
98.0,Apakah keadaan penyerap hentak?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q98.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
100.0,Apakah keadaan sendi bebola?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q100.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
101.0,Apakah keadaan semak-semak,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q101.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
102.0,Sila ambil gambar casis bawah dari bahagian bawah kenderaan,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q102.mp3,Yes,No,No,,Yes,Keadaan Casis?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q102_SQ1.mp3,Yes,"Damage, Not Damage ,Repaired ,Good Condition",No,,,No,,Yes,No,Yes
103.0,Apakah keadaan pad brek?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q103.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
104.0,Bagaimanakah keadaan pemutar/cakera brek?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q104.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
105.0,Bagaimanakah Keadaan Drum Brek?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q105.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
108.0,Bagaimanakah Pergerakan Pedal Brek?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q108.mp3,No,No,Yes,"Hard,Smooth",No,,,No,,No,,,No,,No,No,Yes
,Pemeriksaan Tayar dan Alatan,,,,,,,,,,,,,,,,,,
109.0,Sila Ambil Foto Tayar Kanan Hadapan,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q109.mp3,Yes,No,No,,Yes,Pilih Peratusan Hayat Tayar Depan Kanan?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q109_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
110.0,Sila Ambil Foto Tayar Kanan Belakang,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q110.mp3,Yes,No,No,,Yes,Pilih Peratusan Hayat Tayar Kiri Depan?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q110_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
111.0,Sila Ambil Gambar Tayar Kiri Depan,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q111.mp3,Yes,No,No,,Yes,Pilih Peratusan Hayat Tayar Kiri Belakang?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q111_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
112.0,Sila Ambil Foto Tayar Kiri Belakang,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q112.mp3,Yes,No,No,,Yes,Pilih Peratusan Hayat Tayar Kanan Belakang?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q112_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
113.0,Sila Ambil Foto Boot /Trunk,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q113.mp3,Yes,No,No,,Yes,Keadaan But / Dikey/Trunk?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q113_SQ1.mp3,Yes,"Good, Damaged ,Stained",Yes,Keadaan Meja Dulang,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q113_SQ2.mp3,Yes,"Good, Damaged ,Stained",Yes,No,Yes
114.0,Sila Ambil Foto Tayar Stepneys,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q114.mp3,Yes,No,No,,Yes,Pilih Peratusan Hayat Tayar Stepneys?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q114_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
115.0,"Sila Ambil Alat Ganti (bicu, sepana lug) Foto",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q115.mp3,Yes,No,No,,Yes,"Alat ganti (bicu, sepana lug) Tersedia ?",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Malay/Q115_SQ1.mp3,Yes,"Yes , No ,Not Applicable",No,,,No,,Yes,No,Yes
