S#No,question,audio_notes,photo_thumbnail,video_thumbnail,is_multiple_choice_question,multiple_choice_options,is_sub1_question,sub1_question,sub1_audio_notes,is_sub1_multiple_choice_question,sub1_multiple_choice_options,is_sub2_question,sub2_question,sub2_audio_notes,is_sub2_multiple_choice_question,sub2_multiple_choice_options,upload_photo,upload_video,upload_audio
62.0,มีเสียงอะไรดังออกมาจากภายในเครื่องยนต์หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q62.mp3,No,No,Yes,"Knocking, Crackling, Humming, Metallic, Normal",No,,,No,,No,,,No,,No,No,Yes
63.0,เครื่องยนต์มีแรงอัดย้อนกลับหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q63.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
64.0,เครื่องยนต์มีอาการกระตุกหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q64.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
65.0,มีเสียงใด ๆ ดังออกมาจากสายพานราวลิ้นหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q65.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
66.0,มีเสียงดังออกมาจากเคส Timing หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q66.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
67.0,มีเสียงออกมาจากสายพาน Multi V หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q67.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
68.0,มีเสียงจากสายพาน Alternator หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q68.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
69.0,มีเสียงคลิกในหัวฉีดเชื้อเพลิงหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q69.mp3,No,No,Yes,"Yes,No , Not Applicable ",No,,,No,,No,,,No,,No,No,Yes
72.0,พัดลมหม้อน้ำทำงานหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q72.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
73.0,โปรดถ่ายรูประดับหม้อน้ำ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q73.mp3,Yes,No,No,,Yes,มีรอยรั่วของน้ำหล่อเย็นหรือไม่?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q73_SQ1.mp3,Yes,"Minor ,Major, No Leakage",Yes,มีน้ำมันผสมกับน้ำหล่อเย็นหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q73_SQ2.mp3,Yes,"Yes, No",Yes,No,Yes
74.0,โปรดถ่ายรูปก้านวัดระดับน้ำมันเครื่อง,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q74.mp3,Yes,No,No,,Yes,สภาพน้ำมันเครื่อง?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q74_SQ1.mp3,Yes,"Good, Bad ,Average",No,,,No,,Yes,No,Yes
75.0,โปรดตรวจสอบว่าน้ำมันเครื่องรั่วหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q75.mp3,No,No,Yes,"Yes,No",Yes,ประเภทรอยรั่ว?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q75_SQ1.mp3,Yes,"Minor ,Major, No Leakage",No,,,No,,No,No,Yes
76.0,หากพบการรั่วไหล ให้ถ่ายรูปส่วนหรือบริเวณที่รั่วให้เห็นชัดเจน,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q76.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
77.0,"คลิกรูปถ่ายระดับน้ำมันเบรกพร้อมตัวบ่งชี้ L1, L2",https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q77.mp3,Yes,No,No,,Yes,สภาพน้ำมันเบรค,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q77_SQ1.mp3,Yes,"Good,Bad",No,,,No,,Yes,No,Yes
80.0,มีการรั่วไหลจากประตูวาล์วหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q80.mp3,No,No,Yes,"Yes,No",Yes,ประเภทน้ำมันเบรครั่ว?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q80_SQ1.mp3,Yes,"Minor ,Major, No Leakage",No,,,No,,No,No,Yes
81.0,หากมีการรั่วไหลจากประตูวาล์ว ถ่ายรูปส่วน/บริเวณที่รั่ว,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q81.mp3,Yes,No,Yes,"Major, Minor, Not Applicable",No,,,No,,No,,,No,,Yes,No,Yes
82.0,มีสนิมใต้ท้องรถหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q82.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
83.0,โปรดคลิกวิดีโอควันไอเสีย - 30 วินาที,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q83.mp3,No,Yes,No,,Yes,วิเคราะห์ควันไอเสีย?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q83_SQ1.mp3,Yes,"Clear,Black,White, Blue",No,,,No,,No,Yes,Yes
,การวินิจฉัยระบบเกียร์,,,,,,,,,,,,,,,,,,
84.0,โปรดถ่ายวิดีโอการเคลื่อนไหวของคันเกียร์ขณะสตาร์ทเครื่องยนต์เป็นเวลา 20 วินาที,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q84.mp3,No,Yes,No,,Yes,การเคลื่อนที่ของคันเกียร์พร้อมระบบจุดระเบิด,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q84_SQ1.mp3,Yes,"Hard,Smooth,Delay ",Yes,เสียงกล่องเกียร์ขณะเปลี่ยนเกียร์,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q84_SQ2.mp3,Yes,"Rough ,Normal",No,Yes,Yes
85.0,การเคลื่อนไหวของแป้นคลัตช์เป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q85.mp3,No,No,Yes,"Hard, Smooth, Not Applicable ",No,,,No,,No,,,No,,No,No,Yes
86.0,มีรอยรั่วบริเวณใกล้เกียร์หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q86.mp3,No,No,Yes,"Yes,No",Yes,ประเภทรั่วไหล?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q86_SQ1.mp3,Yes,"Major, Minor, Not Applicable",No,,,No,,No,No,Yes
87.0,หากมี ให้ถ่ายรูปชิ้นส่วนที่รั่ว,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q87.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
88.0,มีความล่าช้าในการเปลี่ยนเกียร์หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q88.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
89.0,มีเสียงหรือไม่เมื่อเกียร์อยู่ในโหมดจอดรถหรือโหมดว่างโดยที่กุญแจสตาร์ทอยู่ที่ตำแหน่งเปิด,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q89.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
90.0,คลิกที่รูปภาพก้านวัดระดับน้ำมันเกียร์ หากมี,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q90.mp3,Yes,No,No,,No,,,No,,No,,,No,,Yes,No,Yes
91.0,สภาพน้ำมันเกียร์เป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q91.mp3,No,No,Yes,"Good, Bad ,Average, Not Applicable",No,,,No,,No,,,No,,No,No,Yes
,การตรวจสอบสุขภาพแบตเตอรี่,,,,,,,,,,,,,,,,,,
92.0,กรุณาถ่ายรูปแบตเตอรี่จากมุมบน,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q92.mp3,Yes,No,No,,Yes,ยี่ห้อของแบตเตอรี่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q92_SQ1.mp3,Yes,"Amaron, Exide ,Livguard, Luminuous ,SF, Elito , Others",Yes,แบตเตอรี่อยู่ในสภาพใช้งานได้หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q92_SQ2.mp3,Yes,"Yes, No",Yes,No,Yes
93.0,แบตเตอรี่มีการกัดกร่อนที่ขั้วหรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q93.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
94.0,มีการรั่วไหลในแบตเตอรี่หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q94.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
96.0,สภาพของแรงดันไฟแบตเตอรี่เป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q96.mp3,No,No,Yes,"Low ,Average, High",No,,,No,,No,,,No,,No,No,Yes
,การตรวจสอบระบบกันสะเทือนและเบรก,,,,,,,,,,,,,,,,,,
97.0,มีเสียงช่วงล่างขณะขับขี่หรือไม่,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q97.mp3,No,No,Yes,"Yes,No",No,,,No,,No,,,No,,No,No,Yes
98.0,โช้คอัพมีสภาพเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q98.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
100.0,ลูกหมากมีสภาพเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q100.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
101.0,บูชมีสภาพเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q101.mp3,No,No,Yes,"Working , Not Working",No,,,No,,No,,,No,,No,No,Yes
102.0,กรุณาถ่ายรูปใต้ท้องรถจากด้านล่างของรถ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q102.mp3,Yes,No,No,,Yes,สภาพตัวถัง?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q102_SQ1.mp3,Yes,"Damage, Not Damage ,Repaired ,Good Condition",No,,,No,,Yes,No,Yes
103.0,สภาพผ้าเบรกเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q103.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
104.0,จานเบรก/ดิสก์เบรกมีสภาพเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q104.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
105.0,ดรัมเบรกมีสภาพเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q105.mp3,No,No,Yes,"Good,Bad , Not Appliacble ",No,,,No,,No,,,No,,No,No,Yes
108.0,การเคลื่อนไหวของแป้นเบรกเป็นอย่างไร,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q108.mp3,No,No,Yes,"Hard,Smooth",No,,,No,,No,,,No,,No,No,Yes
,การตรวจสอบยางและเครื่องมือ,,,,,,,,,,,,,,,,,,
109.0,กรุณาถ่ายรูปยางหน้าขวา,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q109.mp3,Yes,No,No,,Yes,เลือกเปอร์เซ็นต์อายุการใช้งานของยางหน้าขวา?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q109_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
110.0,กรุณาถ่ายรูปยางหลังขวา,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q110.mp3,Yes,No,No,,Yes,เลือกเปอร์เซ็นต์อายุการใช้งานของยางหน้าซ้าย?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q110_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
111.0,กรุณาถ่ายรูปยางหน้าซ้าย,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q111.mp3,Yes,No,No,,Yes,เลือกเปอร์เซ็นต์อายุการใช้งานของยางหลังซ้าย?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q111_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
112.0,กรุณาถ่ายรูปยางหลังซ้าย,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q112.mp3,Yes,No,No,,Yes,เลือกเปอร์เซ็นต์อายุการใช้งานของยางหลังขวา?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q112_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
113.0,กรุณาถ่ายรูปท้ายรถ/ท้ายรถ,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q113.mp3,Yes,No,No,,Yes,สภาพของกระโปรงท้าย/บังโคลน/ฝากระโปรงท้าย?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q113_SQ1.mp3,Yes,"Good, Damaged ,Stained",Yes,สภาพโต๊ะถาด,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q113_SQ2.mp3,Yes,"Good, Damaged ,Stained",Yes,No,Yes
114.0,กรุณาถ่ายรูปยาง Stepneys,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q114.mp3,Yes,No,No,,Yes,เลือกเปอร์เซ็นต์อายุการใช้งานของยาง Stepneys?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q114_SQ1.mp3,Yes,"0-20 , 20-40, 40-60, 60-80, 80-100",No,,,No,,Yes,No,Yes
115.0,กรุณาถ่ายรูปเครื่องมือสำรอง (แม่แรง ประแจล้อ),https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q115.mp3,Yes,No,No,,Yes,เครื่องมืออะไหล่ (แม่แรง ประแจล้อ) มีจำหน่าย ?,https://objectstore.e2enetworks.net/wisedrivestorage/Audiofiles/inspection/Thai/Q115_SQ1.mp3,Yes,"Yes , No ,Not Applicable",No,,,No,,Yes,No,Yes
